epoch,w0,w1,w2,w3,wg0,wg1,wg2,wg3,loss,loss_kl,loss_mse
1.0970e+03,-1.0184e+00,-7.2781e-01,2.6779e+00,-1.2897e+00,1.7690e+00,7.1104e-02,7.3789e-01,-8.1605e-01,7.1043e+00,6.0580e+00,1.0463e+00
1.0980e+03,-1.0202e+00,-7.2702e-01,2.6658e+00,-1.2900e+00,8.8319e-01,-3.9825e-01,6.0213e+00,1.1609e-01,6.9897e+00,6.0564e+00,9.3334e-01
1.0990e+03,-1.0102e+00,-7.3076e-01,2.6642e+00,-1.2883e+00,-4.9810e+00,1.8698e+00,8.3160e-01,-8.4980e-01,7.7208e+00,6.0256e+00,1.6952e+00
1.1000e+03,-1.0100e+00,-7.2939e-01,2.6530e+00,-1.2882e+00,-8.0013e-02,-6.8315e-01,5.5618e+00,-4.7013e-02,6.6295e+00,6.0123e+00,6.1717e-01
1.1010e+03,-1.0044e+00,-7.2927e-01,2.6535e+00,-1.2867e+00,-2.8021e+00,-5.7001e-02,-2.0517e-01,-7.2770e-01,6.7871e+00,5.9815e+00,8.0559e-01
1.1020e+03,-1.0045e+00,-7.2794e-01,2.6553e+00,-1.2856e+00,5.5711e-02,-6.6653e-01,-9.1755e-01,-5.5825e-01,6.7505e+00,5.9757e+00,7.7484e-01
1.1030e+03,-1.0024e+00,-7.2656e-01,2.6581e+00,-1.2848e+00,-1.0569e+00,-6.9177e-01,-1.4168e+00,-3.9953e-01,6.7799e+00,5.9788e+00,8.0109e-01
1.1040e+03,-1.0038e+00,-7.2554e-01,2.6423e+00,-1.2874e+00,6.6919e-01,-5.0916e-01,7.9259e+00,1.3181e+00,7.3653e+00,5.9826e+00,1.3827e+00
1.1050e+03,-9.9780e-01,-7.2568e-01,2.6441e+00,-1.2862e+00,-2.9806e+00,7.0518e-02,-9.0947e-01,-5.9890e-01,6.9459e+00,5.9434e+00,1.0026e+00
1.1060e+03,-9.9450e-01,-7.2456e-01,2.6314e+00,-1.2871e+00,-1.6520e+00,-5.5926e-01,6.3483e+00,4.0418e-01,6.6885e+00,5.9413e+00,7.4715e-01
1.1070e+03,-9.9490e-01,-7.2327e-01,2.6173e+00,-1.2888e+00,2.0188e-01,-6.4830e-01,7.0712e+00,8.8128e-01,6.9224e+00,5.9044e+00,1.0180e+00
1.1080e+03,-9.9713e-01,-7.2257e-01,2.6208e+00,-1.2879e+00,1.1123e+00,-3.4585e-01,-1.7541e+00,-4.4299e-01,7.1181e+00,5.8683e+00,1.2498e+00
1.1090e+03,-1.0076e+00,-7.3043e-01,2.6159e+00,-1.2862e+00,5.2598e+00,3.9304e+00,2.4209e+00,-8.6255e-01,9.4248e+00,5.8785e+00,3.5463e+00
1.1100e+03,-1.0074e+00,-7.2905e-01,2.6125e+00,-1.2843e+00,-1.4228e-01,-6.9372e-01,1.7104e+00,-9.2848e-01,6.2511e+00,5.8804e+00,3.7071e-01
1.1110e+03,-1.0090e+00,-7.2816e-01,2.6252e+00,-1.2888e+00,8.2595e-01,-4.4331e-01,-6.3599e+00,2.2212e+00,8.9471e+00,5.8686e+00,3.0785e+00
1.1120e+03,-1.0087e+00,-7.2677e-01,2.6370e+00,-1.2926e+00,-1.8086e-01,-6.9653e-01,-5.8657e+00,1.9269e+00,8.4996e+00,5.9067e+00,2.5928e+00
1.1130e+03,-9.9852e-01,-7.3081e-01,2.6364e+00,-1.2910e+00,-5.0632e+00,2.0215e+00,2.6425e-01,-8.4451e-01,7.7680e+00,5.9395e+00,1.8286e+00
1.1140e+03,-9.9766e-01,-7.2936e-01,2.6198e+00,-1.2944e+00,-4.3240e-01,-7.2328e-01,8.3099e+00,1.7213e+00,7.2446e+00,5.9293e+00,1.3153e+00
1.1150e+03,-9.9860e-01,-7.2820e-01,2.6061e+00,-1.2960e+00,4.7025e-01,-5.7995e-01,6.8732e+00,8.0893e-01,6.9142e+00,5.8866e+00,1.0276e+00
1.1160e+03,-9.9535e-01,-7.2707e-01,2.6068e+00,-1.2944e+00,-1.6257e+00,-5.6851e-01,-3.9406e-01,-8.2528e-01,6.4489e+00,5.8522e+00,5.9672e-01
1.1170e+03,-9.9746e-01,-7.2633e-01,2.6103e+00,-1.2934e+00,1.0581e+00,-3.7024e-01,-1.7456e+00,-4.9026e-01,7.0749e+00,5.8488e+00,1.2261e+00
1.1180e+03,-9.9255e-01,-7.2587e-01,2.6011e+00,-1.2928e+00,-2.4578e+00,-2.2660e-01,4.6330e+00,-2.8706e-01,6.4470e+00,5.8587e+00,5.8825e-01
1.1190e+03,-9.8953e-01,-7.2468e-01,2.6026e+00,-1.2913e+00,-1.5099e+00,-5.9576e-01,-7.5729e-01,-7.7150e-01,6.4863e+00,5.8289e+00,6.5744e-01
1.1200e+03,-9.9111e-01,-7.2370e-01,2.5970e+00,-1.2897e+00,7.8962e-01,-4.8910e-01,2.8167e+00,-7.9738e-01,6.3756e+00,5.8277e+00,5.4790e-01
1.1210e+03,-9.8815e-01,-7.2250e-01,2.5947e+00,-1.2877e+00,-1.4799e+00,-6.0204e-01,1.1432e+00,-9.6630e-01,6.1813e+00,5.8126e+00,3.6864e-01
1.1220e+03,-9.8875e-01,-7.2123e-01,2.5997e+00,-1.2872e+00,3.0270e-01,-6.3378e-01,-2.5335e+00,-2.6254e-01,7.0447e+00,5.8013e+00,1.2433e+00
1.1230e+03,-9.8411e-01,-7.2067e-01,2.5958e+00,-1.2854e+00,-2.3209e+00,-2.8059e-01,1.9520e+00,-9.2049e-01,6.2574e+00,5.8137e+00,4.4367e-01
1.1240e+03,-9.8381e-01,-7.1925e-01,2.5951e+00,-1.2835e+00,-1.5126e-01,-7.1071e-01,3.6955e-01,-9.4196e-01,6.2925e+00,5.7971e+00,4.9537e-01
1.1250e+03,-9.8462e-01,-7.1802e-01,2.5975e+00,-1.2821e+00,4.0613e-01,-6.1400e-01,-1.2200e+00,-6.8480e-01,6.6908e+00,5.7923e+00,8.9851e-01
1.1260e+03,-9.8191e-01,-7.1677e-01,2.5919e+00,-1.2805e+00,-1.3582e+00,-6.2655e-01,2.8017e+00,-7.9674e-01,6.0931e+00,5.7975e+00,2.9562e-01
1.1270e+03,-9.8314e-01,-7.1565e-01,2.6005e+00,-1.2817e+00,6.1564e-01,-5.5797e-01,-4.3007e+00,5.9246e-01,7.7581e+00,5.7780e+00,1.9800e+00
1.1280e+03,-9.8444e-01,-7.1456e-01,2.5961e+00,-1.2799e+00,6.5212e-01,-5.4427e-01,2.1918e+00,-8.9294e-01,6.3125e+00,5.8018e+00,5.1074e-01
1.1290e+03,-9.7801e-01,-7.1513e-01,2.5965e+00,-1.2782e+00,-3.2142e+00,2.8394e-01,-1.6345e-01,-8.8433e-01,6.7244e+00,5.7895e+00,9.3500e-01
1.1300e+03,-9.6870e-01,-7.1848e-01,2.6025e+00,-1.2781e+00,-4.6584e+00,1.6735e+00,-3.0297e+00,-4.1568e-02,8.1835e+00,5.7829e+00,2.4006e+00
1.1310e+03,-9.6948e-01,-7.1720e-01,2.5919e+00,-1.2781e+00,3.9035e-01,-6.3829e-01,5.3040e+00,1.8978e-02,6.4565e+00,5.7919e+00,6.6465e-01
1.1320e+03,-9.7216e-01,-7.1662e-01,2.5986e+00,-1.2783e+00,1.3439e+00,-2.9284e-01,-3.3332e+00,7.4741e-02,7.5900e+00,5.7642e+00,1.8258e+00
1.1330e+03,-9.6800e-01,-7.1588e-01,2.5920e+00,-1.2769e+00,-2.0832e+00,-3.6688e-01,3.2962e+00,-6.8809e-01,6.1846e+00,5.7838e+00,4.0075e-01
1.1340e+03,-9.7695e-01,-7.2105e-01,2.5883e+00,-1.2750e+00,4.4745e+00,2.5860e+00,1.8676e+00,-9.3056e-01,8.5285e+00,5.7610e+00,2.7675e+00
1.1350e+03,-9.7316e-01,-7.2015e-01,2.5963e+00,-1.2759e+00,-1.8929e+00,-4.5384e-01,-4.0287e+00,4.1312e-01,7.4830e+00,5.7621e+00,1.7209e+00
1.1360e+03,-9.7544e-01,-7.1939e-01,2.5953e+00,-1.2740e+00,1.1419e+00,-3.7938e-01,5.3125e-01,-9.4989e-01,6.5681e+00,5.7793e+00,7.8872e-01
1.1370e+03,-9.7647e-01,-7.1819e-01,2.5957e+00,-1.2722e+00,5.1304e-01,-5.9836e-01,-2.2340e-01,-8.7730e-01,6.4923e+00,5.7767e+00,7.1559e-01
1.1380e+03,-9.8102e-01,-7.1881e-01,2.5969e+00,-1.2706e+00,2.2733e+00,3.0691e-01,-6.1488e-01,-8.1227e-01,7.2614e+00,5.7766e+00,1.4849e+00
1.1390e+03,-9.7366e-01,-7.2014e-01,2.6118e+00,-1.2766e+00,-3.6771e+00,6.6836e-01,-7.4131e+00,3.0093e+00,9.8030e+00,5.7833e+00,4.0197e+00
1.1400e+03,-9.6893e-01,-7.1968e-01,2.6211e+00,-1.2785e+00,-2.3653e+00,-2.3300e-01,-4.6710e+00,9.5874e-01,7.9222e+00,5.8207e+00,2.1015e+00
1.1410e+03,-9.6026e-01,-7.2238e-01,2.6031e+00,-1.2833e+00,-4.3341e+00,1.3501e+00,9.0242e+00,2.3946e+00,8.3494e+00,5.8418e+00,2.5077e+00
1.1420e+03,-9.6789e-01,-7.2580e-01,2.5905e+00,-1.2843e+00,3.8108e+00,1.7108e+00,6.2791e+00,5.2300e-01,8.3941e+00,5.7921e+00,2.6019e+00
1.1430e+03,-9.6701e-01,-7.2433e-01,2.5763e+00,-1.2865e+00,-4.3683e-01,-7.3618e-01,7.0777e+00,1.0742e+00,6.7055e+00,5.7701e+00,9.3540e-01
1.1440e+03,-9.6612e-01,-7.2285e-01,2.5787e+00,-1.2850e+00,-4.4408e-01,-7.3607e-01,-1.1710e+00,-7.6437e-01,6.4778e+00,5.7335e+00,7.4431e-01
1.1450e+03,-9.7298e-01,-7.2548e-01,2.5683e+00,-1.2851e+00,3.4274e+00,1.3132e+00,5.2148e+00,4.3979e-02,7.8448e+00,5.7364e+00,2.1084e+00
1.1460e+03,-9.7177e-01,-7.2402e-01,2.5668e+00,-1.2830e+00,-6.0610e-01,-7.3087e-01,7.3355e-01,-1.0077e+00,6.1172e+00,5.7181e+00,3.9909e-01
1.1470e+03,-9.6733e-01,-7.2341e-01,2.5612e+00,-1.2815e+00,-2.2190e+00,-3.0484e-01,2.7836e+00,-7.8854e-01,6.1242e+00,5.7104e+00,4.1379e-01
1.1480e+03,-9.6988e-01,-7.2274e-01,2.5716e+00,-1.2833e+00,1.2738e+00,-3.3328e-01,-5.1867e+00,9.2568e-01,8.2673e+00,5.6901e+00,2.5772e+00
1.1490e+03,-9.6438e-01,-7.2273e-01,2.5629e+00,-1.2827e+00,-2.7472e+00,-5.4668e-03,4.3520e+00,-3.1423e-01,6.3653e+00,5.7203e+00,6.4497e-01
1.1500e+03,-9.6982e-01,-7.2398e-01,2.5495e+00,-1.2846e+00,2.7200e+00,6.2392e-01,6.6890e+00,9.3911e-01,7.6380e+00,5.6921e+00,1.9460e+00
1.1510e+03,-9.6295e-01,-7.2497e-01,2.5481e+00,-1.2825e+00,-3.4339e+00,4.9446e-01,7.1081e-01,-1.0382e+00,6.5599e+00,5.6656e+00,8.9431e-01
1.1520e+03,-9.6468e-01,-7.2394e-01,2.5642e+00,-1.2888e+00,8.6155e-01,-5.1254e-01,-8.0804e+00,3.1533e+00,9.7445e+00,5.6543e+00,4.0902e+00
1.1530e+03,-9.6422e-01,-7.2248e-01,2.5719e+00,-1.2891e+00,-2.3043e-01,-7.3177e-01,-3.8458e+00,1.6316e-01,7.3134e+00,5.7018e+00,1.6116e+00
1.1540e+03,-9.5814e-01,-7.2289e-01,2.5772e+00,-1.2884e+00,-3.0394e+00,2.0522e-01,-2.6364e+00,-3.3563e-01,7.2097e+00,5.7204e+00,1.4893e+00
1.1550e+03,-9.6176e-01,-7.2275e-01,2.5817e+00,-1.2875e+00,1.8095e+00,-6.8177e-02,-2.2387e+00,-4.5547e-01,7.3736e+00,5.7278e+00,1.6458e+00
1.1560e+03,-9.5830e-01,-7.2175e-01,2.5830e+00,-1.2858e+00,-1.7274e+00,-5.0032e-01,-6.5180e-01,-8.5099e-01,6.4003e+00,5.7420e+00,6.5827e-01
1.1570e+03,-9.5588e-01,-7.2046e-01,2.5846e+00,-1.2842e+00,-1.2104e+00,-6.4873e-01,-8.0484e-01,-8.1853e-01,6.3866e+00,5.7399e+00,6.4665e-01
1.1580e+03,-9.5117e-01,-7.2004e-01,2.5835e+00,-1.2822e+00,-2.3555e+00,-2.0836e-01,5.2968e-01,-9.7345e-01,6.3174e+00,5.7395e+00,5.7788e-01
1.1590e+03,-9.3898e-01,-7.2757e-01,2.5892e+00,-1.2818e+00,-6.0966e+00,3.7682e+00,-2.8232e+00,-2.0063e-01,9.1329e+00,5.7304e+00,3.4025e+00
1.1600e+03,-9.3836e-01,-7.2607e-01,2.5926e+00,-1.2807e+00,-3.1076e-01,-7.5043e-01,-1.6887e+00,-5.7906e-01,6.6258e+00,5.7384e+00,8.8745e-01
1.1610e+03,-9.4003e-01,-7.2494e-01,2.5862e+00,-1.2793e+00,8.3855e-01,-5.6544e-01,3.1610e+00,-7.1638e-01,6.3004e+00,5.7445e+00,5.5590e-01
1.1620e+03,-9.4357e-01,-7.2465e-01,2.5886e+00,-1.2778e+00,1.7695e+00,-1.4406e-01,-1.1613e+00,-7.3016e-01,7.0611e+00,5.7277e+00,1.3333e+00
1.1630e+03,-9.4404e-01,-7.2325e-01,2.5889e+00,-1.2760e+00,2.3431e-01,-7.0164e-01,-1.5425e-01,-9.0460e-01,6.3691e+00,5.7357e+00,6.3339e-01
1.1640e+03,-9.4477e-01,-7.2190e-01,2.5957e+00,-1.2762e+00,3.6320e-01,-6.7790e-01,-3.4082e+00,9.3681e-02,7.2834e+00,5.7344e+00,1.5490e+00
1.1650e+03,-9.4291e-01,-7.2050e-01,2.6025e+00,-1.2764e+00,-9.2703e-01,-6.9916e-01,-3.4139e+00,1.3607e-01,7.1633e+00,5.7520e+00,1.4113e+00
1.1660e+03,-9.4124e-01,-7.1907e-01,2.6058e+00,-1.2754e+00,-8.3629e-01,-7.1201e-01,-1.6521e+00,-5.3481e-01,6.6165e+00,5.7672e+00,8.4931e-01
1.1670e+03,-9.4720e-01,-7.2059e-01,2.6136e+00,-1.2763e+00,2.9777e+00,7.5998e-01,-3.8866e+00,4.4590e-01,8.6522e+00,5.7724e+00,2.8798e+00
1.1680e+03,-9.4750e-01,-7.1918e-01,2.6247e+00,-1.2795e+00,1.5264e-01,-7.0856e-01,-5.5678e+00,1.6004e+00,8.2753e+00,5.8001e+00,2.4752e+00
1.1690e+03,-9.4744e-01,-7.1772e-01,2.6167e+00,-1.2784e+00,-2.8734e-02,-7.2867e-01,4.0407e+00,-5.1540e-01,6.2469e+00,5.8312e+00,4.1568e-01
1.1700e+03,-9.4275e-01,-7.1732e-01,2.6262e+00,-1.2805e+00,-2.3465e+00,-1.9825e-01,-4.7620e+00,1.0536e+00,7.9553e+00,5.8081e+00,2.1472e+00
1.1710e+03,-9.4549e-01,-7.1664e-01,2.6432e+00,-1.2894e+00,1.3722e+00,-3.4315e-01,-8.4947e+00,4.4113e+00,1.0424e+01,5.8301e+00,4.5941e+00
1.1720e+03,-9.4803e-01,-7.1587e-01,2.6422e+00,-1.2877e+00,1.2652e+00,-3.8551e-01,4.8773e-01,-8.5721e-01,6.7195e+00,5.8844e+00,8.3512e-01
1.1730e+03,-9.4935e-01,-7.1467e-01,2.6320e+00,-1.2873e+00,6.6135e-01,-5.9905e-01,5.1187e+00,-1.7097e-01,6.5724e+00,5.8822e+00,6.9019e-01
1.1740e+03,-9.5977e-01,-7.2172e-01,2.6331e+00,-1.2859e+00,5.2091e+00,3.5287e+00,-5.8245e-01,-7.1087e-01,9.6215e+00,5.8554e+00,3.7661e+00
1.1750e+03,-9.5979e-01,-7.2030e-01,2.6371e+00,-1.2853e+00,1.3713e-02,-7.1429e-01,-2.0121e+00,-2.8210e-01,6.9081e+00,5.8721e+00,1.0360e+00
1.1760e+03,-9.5424e-01,-7.2036e-01,2.6417e+00,-1.2850e+00,-2.7748e+00,3.4251e-02,-2.2711e+00,-1.6163e-01,7.1913e+00,5.8813e+00,1.3101e+00
1.1770e+03,-9.5509e-01,-7.1906e-01,2.6526e+00,-1.2885e+00,4.2319e-01,-6.5106e-01,-5.4669e+00,1.7487e+00,8.3832e+00,5.8877e+00,2.4955e+00
1.1780e+03,-9.5378e-01,-7.1760e-01,2.6671e+00,-1.2953e+00,-6.5660e-01,-7.2977e-01,-7.2296e+00,3.3824e+00,9.2614e+00,5.9195e+00,3.3419e+00
1.1790e+03,-9.5607e-01,-7.1677e-01,2.6753e+00,-1.2972e+00,1.1472e+00,-4.1846e-01,-4.1048e+00,9.7355e-01,8.0449e+00,5.9613e+00,2.0836e+00
1.1800e+03,-9.6892e-01,-7.2806e-01,2.6651e+00,-1.2967e+00,6.4244e+00,5.6488e+00,5.1164e+00,-2.5811e-01,1.0995e+01,5.9865e+00,5.0082e+00
1.1810e+03,-9.6994e-01,-7.2684e-01,2.6609e+00,-1.2949e+00,5.0923e-01,-6.1176e-01,2.0631e+00,-8.8281e-01,6.4551e+00,5.9790e+00,4.7609e-01
1.1820e+03,-9.6926e-01,-7.2537e-01,2.6595e+00,-1.2932e+00,-3.3979e-01,-7.3406e-01,7.0011e-01,-8.4647e-01,6.4026e+00,5.9666e+00,4.3592e-01
1.1830e+03,-9.7238e-01,-7.2501e-01,2.6589e+00,-1.2916e+00,1.5609e+00,-1.8216e-01,3.0108e-01,-7.9915e-01,6.9498e+00,5.9598e+00,9.8999e-01
1.1840e+03,-9.7854e-01,-7.2698e-01,2.6553e+00,-1.2898e+00,3.0780e+00,9.8575e-01,1.7958e+00,-8.9418e-01,7.6328e+00,5.9597e+00,1.6731e+00
1.1850e+03,-9.8288e-01,-7.2745e-01,2.6475e+00,-1.2887e+00,2.1710e+00,2.3642e-01,3.9270e+00,-5.9409e-01,7.1158e+00,5.9560e+00,1.1599e+00
1.1860e+03,-9.8332e-01,-7.2613e-01,2.6404e+00,-1.2873e+00,2.2189e-01,-6.5903e-01,3.5205e+00,-6.8270e-01,6.3662e+00,5.9388e+00,4.2746e-01
1.1870e+03,-9.8497e-01,-7.2516e-01,2.6407e+00,-1.2858e+00,8.2393e-01,-4.8850e-01,-1.4877e-01,-7.7203e-01,6.7165e+00,5.9185e+00,7.9798e-01
1.1880e+03,-9.8552e-01,-7.2387e-01,2.6340e+00,-1.2843e+00,2.7282e-01,-6.4524e-01,3.3518e+00,-7.1259e-01,6.3493e+00,5.9190e+00,4.3032e-01
1.1890e+03,-9.8409e-01,-7.2242e-01,2.6189e+00,-1.2867e+00,-7.1232e-01,-7.2251e-01,7.5504e+00,1.1838e+00,6.9440e+00,5.8997e+00,1.0442e+00
1.1900e+03,-9.8776e-01,-7.2247e-01,2.6078e+00,-1.2869e+00,1.8363e+00,2.4819e-02,5.5716e+00,9.5636e-02,7.0776e+00,5.8596e+00,1.2180e+00
1.1910e+03,-9.8636e-01,-7.2103e-01,2.6030e+00,-1.2851e+00,-7.0380e-01,-7.2211e-01,2.3826e+00,-8.6814e-01,6.1253e+00,5.8343e+00,2.9099e-01
1.1920e+03,-9.8116e-01,-7.2077e-01,2.5982e+00,-1.2834e+00,-2.5960e+00,-1.2929e-01,2.3902e+00,-8.6703e-01,6.3181e+00,5.8181e+00,5.0002e-01
1.1930e+03,-9.8521e-01,-7.2105e-01,2.6017e+00,-1.2824e+00,2.0213e+00,1.3968e-01,-1.7209e+00,-5.3228e-01,7.4158e+00,5.7989e+00,1.6169e+00
1.1940e+03,-9.8737e-01,-7.2029e-01,2.6022e+00,-1.2806e+00,1.0818e+00,-3.7992e-01,-2.7774e-01,-8.5372e-01,6.7089e+00,5.8111e+00,8.9781e-01
1.1950e+03,-9.7695e-01,-7.2489e-01,2.5831e+00,-1.2867e+00,-5.2087e+00,2.3036e+00,9.5934e+00,3.0361e+00,9.1078e+00,5.8128e+00,3.2950e+00
1.1960e+03,-9.7338e-01,-7.2390e-01,2.5902e+00,-1.2870e+00,-1.7855e+00,-4.9532e-01,-3.5757e+00,1.4118e-01,7.2836e+00,5.7611e+00,1.5225e+00
1.1970e+03,-9.6691e-01,-7.2456e-01,2.5979e+00,-1.2877e+00,-3.2344e+00,3.2644e-01,-3.8520e+00,3.2819e-01,7.7812e+00,5.7756e+00,2.0056e+00
1.1980e+03,-9.5879e-01,-7.2671e-01,2.6036e+00,-1.2874e+00,-4.0634e+00,1.0772e+00,-2.8405e+00,-1.1865e-01,7.7963e+00,5.7903e+00,2.0060e+00
1.1990e+03,-9.6489e-01,-7.2852e-01,2.6084e+00,-1.2869e+00,3.0517e+00,9.0196e-01,-2.3819e+00,-2.7837e-01,8.1983e+00,5.7986e+00,2.3998e+00
1.2000e+03,-9.6061e-01,-7.2785e-01,2.6132e+00,-1.2864e+00,-2.1407e+00,-3.3339e-01,-2.4473e+00,-2.2943e-01,7.0143e+00,5.8177e+00,1.1966e+00
1.2010e+03,-9.5774e-01,-7.2666e-01,2.6163e+00,-1.2853e+00,-1.4366e+00,-5.9462e-01,-1.5404e+00,-5.2709e-01,6.6662e+00,5.8255e+00,8.4073e-01
1.2020e+03,-9.6146e-01,-7.2658e-01,2.6132e+00,-1.2835e+00,1.8624e+00,-3.7668e-02,1.5882e+00,-9.3367e-01,6.8075e+00,5.8291e+00,9.7847e-01
1.2030e+03,-9.6310e-01,-7.2552e-01,2.6032e+00,-1.2832e+00,8.1996e-01,-5.3014e-01,4.9855e+00,-1.5102e-01,6.5457e+00,5.8227e+00,7.2301e-01
1.2040e+03,-9.6051e-01,-7.2426e-01,2.5932e+00,-1.2829e+00,-1.2938e+00,-6.3282e-01,4.9806e+00,-1.2783e-01,6.2657e+00,5.7973e+00,4.6842e-01
1.2050e+03,-9.6154e-01,-7.2302e-01,2.5949e+00,-1.2814e+00,5.1615e-01,-6.2124e-01,-8.1622e-01,-7.8290e-01,6.5955e+00,5.7678e+00,8.2765e-01
1.2060e+03,-9.5984e-01,-7.2159e-01,2.5961e+00,-1.2797e+00,-8.5204e-01,-7.1153e-01,-6.3021e-01,-8.1367e-01,6.3796e+00,5.7709e+00,6.0871e-01
1.2070e+03,-9.5750e-01,-7.2028e-01,2.5928e+00,-1.2778e+00,-1.1709e+00,-6.5786e-01,1.6457e+00,-9.4623e-01,6.0848e+00,5.7702e+00,3.1463e-01
1.2080e+03,-9.5998e-01,-7.1954e-01,2.5845e+00,-1.2770e+00,1.2424e+00,-3.6947e-01,4.1452e+00,-4.2888e-01,6.5182e+00,5.7569e+00,7.6129e-01
1.2090e+03,-9.6452e-01,-7.2003e-01,2.6053e+00,-1.2892e+00,2.2690e+00,2.4715e-01,-1.0387e+01,6.1340e+00,1.2147e+01,5.7366e+00,6.4099e+00
1.2100e+03,-9.6487e-01,-7.1866e-01,2.6252e+00,-1.3010e+00,1.7492e-01,-6.8633e-01,-9.9536e+00,5.8626e+00,1.1125e+01,5.8054e+00,5.3198e+00
1.2110e+03,-9.6744e-01,-7.1799e-01,2.6376e+00,-1.3054e+00,1.2830e+00,-3.3342e-01,-6.1877e+00,2.1906e+00,8.9975e+00,5.8667e+00,3.1308e+00
1.2120e+03,-9.7404e-01,-7.2037e-01,2.6438e+00,-1.3058e+00,3.3005e+00,1.1868e+00,-3.0960e+00,2.1475e-01,8.7329e+00,5.9049e+00,2.8279e+00
1.2130e+03,-9.7031e-01,-7.1944e-01,2.6394e+00,-1.3040e+00,-1.8634e+00,-4.6181e-01,2.1876e+00,-8.8555e-01,6.2848e+00,5.9297e+00,3.5510e-01
1.2140e+03,-9.7784e-01,-7.2286e-01,2.6394e+00,-1.3024e+00,3.7657e+00,1.7094e+00,4.9267e-03,-8.0346e-01,8.2811e+00,5.9124e+00,2.3687e+00
1.2150e+03,-9.8229e-01,-7.2341e-01,2.6337e+00,-1.3008e+00,2.2243e+00,2.7408e-01,2.8546e+00,-8.0616e-01,7.0593e+00,5.9208e+00,1.1386e+00
1.2160e+03,-9.7946e-01,-7.2218e-01,2.6381e+00,-1.3004e+00,-1.4139e+00,-6.1330e-01,-2.2144e+00,-2.0268e-01,6.9418e+00,5.9091e+00,1.0327e+00
1.2170e+03,-9.7717e-01,-7.2084e-01,2.6406e+00,-1.2993e+00,-1.1467e+00,-6.6974e-01,-1.2498e+00,-5.2034e-01,6.6742e+00,5.9168e+00,7.5737e-01
1.2180e+03,-9.7660e-01,-7.1939e-01,2.6334e+00,-1.2980e+00,-2.8452e-01,-7.2560e-01,3.6150e+00,-6.5532e-01,6.2717e+00,5.9193e+00,3.5233e-01
1.2190e+03,-9.7937e-01,-7.1888e-01,2.6320e+00,-1.2962e+00,1.3865e+00,-2.5471e-01,6.7313e-01,-8.9505e-01,6.7657e+00,5.8976e+00,8.6812e-01
1.2200e+03,-9.7994e-01,-7.1759e-01,2.6344e+00,-1.2951e+00,2.8445e-01,-6.4782e-01,-1.1565e+00,-5.6917e-01,6.7592e+00,5.8949e+00,8.6431e-01
1.2210e+03,-9.7750e-01,-7.1628e-01,2.6357e+00,-1.2937e+00,-1.2239e+00,-6.5358e-01,-6.7352e-01,-6.8435e-01,6.5293e+00,5.8997e+00,6.2958e-01
1.2220e+03,-9.7033e-01,-7.1748e-01,2.6352e+00,-1.2920e+00,-3.5851e+00,5.9977e-01,2.5580e-01,-8.4643e-01,6.9251e+00,5.8988e+00,1.0263e+00
1.2230e+03,-9.7014e-01,-7.1605e-01,2.6334e+00,-1.2902e+00,-9.3225e-02,-7.1511e-01,8.8925e-01,-9.0554e-01,6.3320e+00,5.8899e+00,4.4205e-01
1.2240e+03,-9.7414e-01,-7.1623e-01,2.6447e+00,-1.2939e+00,2.0010e+00,9.2035e-02,-5.6698e+00,1.8399e+00,9.0553e+00,5.8825e+00,3.1728e+00
1.2250e+03,-9.6589e-01,-7.1846e-01,2.6473e+00,-1.2929e+00,-4.1258e+00,1.1143e+00,-1.2539e+00,-4.9322e-01,7.5050e+00,5.9196e+00,1.5854e+00
1.2260e+03,-9.7538e-01,-7.2436e-01,2.6407e+00,-1.2915e+00,4.7433e+00,2.9468e+00,3.2988e+00,-7.2992e-01,8.9311e+00,5.9189e+00,3.0122e+00
1.2270e+03,-9.7236e-01,-7.2319e-01,2.6481e+00,-1.2926e+00,-1.5071e+00,-5.8387e-01,-3.7236e+00,5.7146e-01,7.4856e+00,5.9136e+00,1.5720e+00
1.2280e+03,-9.7602e-01,-7.2316e-01,2.6421e+00,-1.2910e+00,1.8289e+00,-1.4765e-02,2.9952e+00,-7.8544e-01,6.8708e+00,5.9305e+00,9.4036e-01
1.2290e+03,-9.7835e-01,-7.2243e-01,2.6483e+00,-1.2915e+00,1.1678e+00,-3.6234e-01,-3.0935e+00,2.3984e-01,7.6106e+00,5.9169e+00,1.6937e+00
1.2300e+03,-9.7457e-01,-7.2152e-01,2.6620e+00,-1.2975e+00,-1.8916e+00,-4.5638e-01,-6.8430e+00,2.9740e+00,9.1027e+00,5.9354e+00,3.1673e+00
1.2310e+03,-9.6838e-01,-7.2196e-01,2.6498e+00,-1.2979e+00,-3.0953e+00,2.2032e-01,6.1172e+00,2.1751e-01,7.0029e+00,5.9724e+00,1.0306e+00
1.2320e+03,-9.5960e-01,-7.2479e-01,2.6503e+00,-1.2965e+00,-4.3929e+00,1.4157e+00,-2.7961e-01,-7.2367e-01,7.4627e+00,5.9345e+00,1.5281e+00
1.2330e+03,-9.5942e-01,-7.2334e-01,2.6576e+00,-1.2976e+00,-8.5519e-02,-7.2552e-01,-3.6578e+00,5.9331e-01,7.5182e+00,5.9283e+00,1.5899e+00
